Left-Hippocampus,Left-caudalanteriorcingulate,Left-caudalmiddlefrontal,Left-cuneus,Left-entorhinal,Left-fusiform,Left-inferiorparietal,Left-inferiortemporal,Left-insula,Left-isthmuscingulate,Left-lateraloccipital,Left-lateralorbitofrontal,Left-lingual,Left-medialorbitofrontal,Left-middletemporal,Left-paracentral,Left-parahippocampal,Left-parsopercularis,Left-parsorbitalis,Left-parstriangularis,Left-pericalcarine,Left-postcentral,Left-posteriorcingulate,Left-precentral,Left-precuneus,Left-rostralanteriorcingulate,Left-rostralmiddlefrontal,Left-superiorfrontal,Left-superiorparietal,Left-superiortemporal,Left-supramarginal,Left-transversetemporal,Right-Hippocampus,Right-caudalanteriorcingulate,Right-caudalmiddlefrontal,Right-cuneus,Right-entorhinal,Right-fusiform,Right-inferiorparietal,Right-inferiortemporal,Right-insula,Right-isthmuscingulate,Right-lateraloccipital,Right-lateralorbitofrontal,Right-lingual,Right-medialorbitofrontal,Right-middletemporal,Right-paracentral,Right-parahippocampal,Right-parsopercularis,Right-parsorbitalis,Right-parstriangularis,Right-pericalcarine,Right-postcentral,Right-posteriorcingulate,Right-precentral,Right-precuneus,Right-rostralanteriorcingulate,Right-rostralmiddlefrontal,Right-superiorfrontal,Right-superiorparietal,Right-superiortemporal,Right-supramarginal,Right-transversetemporal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00649214036128058,0.00657025027266125,0.000182529514450697,0.00307492185380281,6.36657434452995e-05,0.00963475471730291,0.0888225297466112,0.00839575111043015,0.000206111079730491,0.0336652723911696,0.0310315513523155,0.00780951583791485,2.53744891648852e-05,7.53660859030406e-05,0.00993024516857013,0.000138630123165739,7.12010419670102e-05,0.0868809784749599,0.034889082152632,0.000422384776808885,2.66041557719828e-05,0.0508676261952089,0.0183161765388913,0.0434032306859141,0.118805024271084,0.00535941736806207,0.000281574892516453,0.000201597785938084,0.000214817245581396,0.012349287567794,0.00828029576020642,0.0868444243411549,0.000184974813542988,3.10254520898733e-05,0.00128908962219599,3.04411475970975e-05,0.000162898315909649,0.0280135409336171,0.0634335606272362,0.00623652822019156,0.000339182108170079,0.00573232052156218,0.000214096894475,0.0104819929100554,2.54464284400481e-05,0.00010958575167399,0.00871605811964531,0.00618818114098211,0.000100310660916599,0.0660229126783862,0.000289056219140689,9.22456345964626e-05,1.98576921395184e-05,0.0357275135434824,0.0238677569233755,0.0596611971189806,0.0755578124299936,7.58083550956631e-05,0.00029001590884821,0.0957538806230454,0.119503623085397,0.00929793118974563,0.00178090809491103,0.0213113216825719
0.0129842807225612,0.0131405005453225,0.000365059028901394,0.00614984370760563,0.000127331486890599,0.0192695094346058,0.177645059493222,0.0167915022208603,0.000412222159460983,0.0673305447823393,0.0620631027046311,0.0156190316758297,5.07489783297705e-05,0.000150732171806081,0.0198604903371403,0.000277260246331478,0.00014240208393402,0.17376195694992,0.0697781643052639,0.000844769553617771,5.32083115439655e-05,0.101735252390418,0.0366323530777827,0.0868064613718283,0.237610048542169,0.0107188347361241,0.000563149785032906,0.000403195571876167,0.000429634491162793,0.024698575135588,0.0165605915204128,0.17368884868231,0.000369949627085975,6.20509041797466e-05,0.00257817924439197,6.08822951941949e-05,0.000325796631819299,0.0560270818672343,0.126867121254472,0.0124730564403831,0.000678364216340157,0.0114646410431244,0.00042819378895,0.0209639858201108,5.08928568800961e-05,0.00021917150334798,0.0174321162392906,0.0123763622819642,0.000200621321833197,0.132045825356772,0.000578112438281379,0.000184491269192925,3.97153842790369e-05,0.0714550270869648,0.047735513846751,0.119322394237961,0.151115624859987,0.000151616710191326,0.00058003181769642,0.191507761246091,0.239007246170794,0.0185958623794913,0.00356181618982205,0.0426226433651438
0.0194764210838417,0.0197107508179837,0.00054758854335209,0.00922476556140844,0.000190997230335898,0.0289042641519087,0.266467589239834,0.0251872533312904,0.000618333239191474,0.100995817173509,0.0930946540569466,0.0234285475137446,7.61234674946557e-05,0.000226098257709122,0.0297907355057104,0.000415890369497217,0.00021360312590103,0.26064293542488,0.104667246457896,0.00126715433042666,7.98124673159482e-05,0.152602878585627,0.054948529616674,0.130209692057742,0.356415072813253,0.0160782521041862,0.000844724677549359,0.000604793357814251,0.000644451736744189,0.037047862703382,0.0248408872806192,0.260533273023465,0.000554924440628963,9.307635626962e-05,0.00386726886658796,9.13234427912924e-05,0.000488694947728948,0.0840406228008514,0.190300681881709,0.0187095846605747,0.00101754632451024,0.0171969615646866,0.000642290683425,0.0314459787301662,7.63392853201442e-05,0.000328757255021969,0.0261481743589359,0.0185645434229463,0.000300931982749796,0.198068738035159,0.000867168657422068,0.000276736903789388,5.95730764185553e-05,0.107182540630447,0.0716032707701264,0.178983591356942,0.226673437289981,0.000227425065286989,0.000870047726544629,0.287261641869136,0.358510869256191,0.0278937935692369,0.00534272428473308,0.0639339650477157
0.0259685614451223,0.026281001090645,0.000730118057802787,0.0122996874152113,0.000254662973781198,0.0385390188692116,0.355290118986445,0.0335830044417206,0.000824444318921966,0.134661089564679,0.124126205409262,0.0312380633516594,0.000101497956659541,0.000301464343612162,0.0397209806742805,0.000554520492662956,0.000284804167868041,0.34752391389984,0.139556328610528,0.00168953910723554,0.000106416623087931,0.203470504780836,0.0732647061555654,0.173612922743657,0.475220097084337,0.0214376694722483,0.00112629957006581,0.000806391143752335,0.000859268982325585,0.0493971502711761,0.0331211830408257,0.347377697364619,0.00073989925417195,0.000124101808359493,0.00515635848878395,0.00012176459038839,0.000651593263638597,0.112054163734469,0.253734242508945,0.0249461128807662,0.00135672843268031,0.0229292820862487,0.000856387577900001,0.0419279716402216,0.000101785713760192,0.000438343006695959,0.0348642324785813,0.0247527245639284,0.000401242643666394,0.264091650713545,0.00115622487656276,0.00036898253838585,7.94307685580738e-05,0.14291005417393,0.0954710276935019,0.238644788475922,0.302231249719974,0.000303233420382652,0.00116006363539284,0.383015522492182,0.478014492341588,0.0371917247589825,0.0071236323796441,0.0852452867302876
0.0324607018064029,0.0328512513633062,0.000912647572253484,0.0153746092690141,0.000318328717226497,0.0481737735865145,0.444112648733056,0.0419787555521507,0.00103055539865246,0.168326361955848,0.155157756761578,0.0390475791895742,0.000126872445824426,0.000376830429515203,0.0496512258428507,0.000693150615828695,0.000356005209835051,0.4344048923748,0.17444541076316,0.00211192388404443,0.000133020778859914,0.254338130976045,0.0915808826944567,0.217016153429571,0.594025121355422,0.0267970868403103,0.00140787446258227,0.00100798892969042,0.00107408622790698,0.0617464378389701,0.0414014788010321,0.434222121705774,0.000924874067714938,0.000155127260449367,0.00644544811097993,0.000152205737985487,0.000814491579548247,0.140067704668086,0.317167803136181,0.0311826411009578,0.00169591054085039,0.0286616026078109,0.001070484472375,0.0524099645502769,0.00012723214220024,0.000547928758369949,0.0435802905982266,0.0309409057049105,0.000501553304582993,0.330114563391931,0.00144528109570345,0.000461228172982313,9.92884606975922e-05,0.178637567717412,0.119338784616877,0.298305985594903,0.377789062149968,0.000379041775478315,0.00145007954424105,0.478769403115227,0.597518115426985,0.0464896559487282,0.00890454047455513,0.106556608412859
0.0389528421676835,0.0394215016359675,0.00109517708670418,0.0184495311228169,0.000381994460671797,0.0578085283038174,0.532935178479667,0.0503745066625809,0.00123666647838295,0.201991634347018,0.186189308113893,0.0468570950274891,0.000152246934989311,0.000452196515418243,0.0595814710114208,0.000831780738994434,0.000427206251802061,0.52128587084976,0.209334492915792,0.00253430866085331,0.000159624934631896,0.305205757171254,0.109897059233348,0.260419384115485,0.712830145626506,0.0321565042083724,0.00168944935509872,0.0012095867156285,0.00128890347348838,0.0740957254067641,0.0496817745612385,0.521066546046929,0.00110984888125793,0.00018615271253924,0.00773453773317592,0.000182646885582585,0.000977389895457896,0.168081245601703,0.380601363763417,0.0374191693211494,0.00203509264902047,0.0343939231293731,0.00128458136685,0.0628919574603323,0.000152678570640288,0.000657514510043939,0.0522963487178719,0.0371290868458926,0.000601863965499591,0.396137476070317,0.00173433731484414,0.000553473807578776,0.000119146152837111,0.214365081260894,0.143206541540253,0.357967182713883,0.453346874579961,0.000454850130573979,0.00174009545308926,0.574523283738272,0.717021738512382,0.0557875871384738,0.0106854485694662,0.127867930095431
0.0454449825289641,0.0459917519086287,0.00127770660115488,0.0215244529766197,0.000445660204117096,0.0674432830211204,0.621757708226278,0.058770257773011,0.00144277755811344,0.235656906738187,0.217220859466209,0.054666610865404,0.000177621424154197,0.000527562601321284,0.0695117161799909,0.000970410862160173,0.000498407293769071,0.60816684932472,0.244223575068424,0.0029566934376622,0.000186229090403879,0.356073383366462,0.128213235772239,0.303822614801399,0.83163516989759,0.0375159215764345,0.00197102424761517,0.00141118450156659,0.00150372071906977,0.0864450129745581,0.0579620703214449,0.607910970388084,0.00129482369480091,0.000217178164629113,0.00902362735537191,0.000213088033179682,0.00114028821136755,0.19609478653532,0.444034924390654,0.0436556975413409,0.00237427475719055,0.0401262436509353,0.001498678261325,0.0733739503703877,0.000178124999080336,0.000767100261717929,0.0610124068375172,0.0433172679868748,0.00070217462641619,0.462160388748704,0.00202339353398483,0.000645719442175238,0.000139003844976629,0.250092594804377,0.167074298463628,0.417628379832864,0.528904687009955,0.000530658485669642,0.00203011136193747,0.670277164361318,0.836525361597779,0.0650855183282194,0.0124663566643772,0.149179251778003
0.0562738552686054,0.0518463434411843,0.00169762296716834,0.0243542383716942,0.000592125764536461,0.0812978707491615,0.706404262083086,0.0704446173114864,0.00191694424757186,0.269853672887404,0.249210310579845,0.0643868539548295,0.000235996439896896,0.000700945262247672,0.0825910262522983,0.00128933494254762,0.000662208106416469,0.685225293003558,0.280626927406461,0.00392840631966246,0.000247433002802631,0.41147864598625,0.14830908111082,0.349179994424613,0.944333499443625,0.0450069203887195,0.00261879842255869,0.00187496818018009,0.00199791628734828,0.106723912240191,0.0706475115997963,0.684924153269038,0.00172036556807407,0.000288553444044671,0.0119892290075059,0.00028311909700364,0.00151504222883342,0.227432777464736,0.50763742423705,0.0509771477100775,0.00315457660978786,0.0490656951636126,0.00199121663339739,0.0904636428236305,0.000236665513970343,0.00101920661694644,0.0723108204444046,0.0519540257129232,0.000932943268579453,0.525365181393618,0.00268837879667195,0.000857934172362424,0.000184687251004059,0.285892889173269,0.192921333857594,0.475453166684794,0.603934557201425,0.000705058604362927,0.0026973044287471,0.766959444959407,0.948137411684312,0.0794014408008826,0.0165634061616572,0.175155075772932
0.0939932795524245,0.0520759582712097,0.00361690190145195,0.0251293755237506,0.00126156446105517,0.120269057318546,0.745926612581596,0.101588455684837,0.00408418089770842,0.298871322767877,0.279169933439875,0.0851861101620982,0.000502806564653605,0.00149341184754715,0.114371288689897,0.00274701632547276,0.00141087968622959,0.685591517527468,0.317486057387976,0.00836973848849563,0.000527172944538784,0.481329179726373,0.173942631499224,0.394721423793647,0.99340042652244,0.0650376949220098,0.00557952924604408,0.00399474801366939,0.00425669736944319,0.172479046871011,0.110222067907287,0.685194757589387,0.00366535656897869,0.000614782858514534,0.0255438728344508,0.000603204610266255,0.00322790114426167,0.271091419770247,0.556058628361753,0.0643128860561413,0.00672104133772957,0.0771823525107945,0.00424242329823734,0.143988721193711,0.000504232072752438,0.00217148944264987,0.0987974774631247,0.075083827183817,0.00198769947587379,0.556354202671634,0.00572777499454133,0.00182788746344202,0.000393488826582465,0.313428726605464,0.224159016397813,0.508057566062478,0.656991764575061,0.00150217560440348,0.00574679166446663,0.845472447234678,0.985972252006286,0.123653951451355,0.149964118317644,0.222142957533991
